title,text
Madonna Donates $1 Million To Bill & Melinda Gates Foundation To Help Find Coronavirus Cure,"Earlier this month Madonna announced she was joining forces with the Bill and Melinda Gates foundation in an effort to seek a cure for the coronavirus.   The singer donated $1 million to the foundation’s Therapeutics Accelerator program, which is looking to find a drug or a vaccine to cure, treat or prevent the virus.  Geo TV reports: “We need this to protect our health workers, the most vulnerable, and all of our friends and families,” she said. “I
 am so impressed by the work of the Bill & Melinda Gates Foundation 
and the COVID-19 Therapeutics Accelerator’s urgent efforts to find new 
or existing drugs that could effectively prevent or treat the disease. “Harnessing  the strength and knowledge of the research community, the Accelerator’s  critical scientific progress will inform how we end this pandemic and  prevent future impact from the virus.” Madonna ended her statement by thanking the doctors and nurses who 
are putting their own health at risk by treating those who test positive
 for the deadly virus. “I send enormous gratitude and strength to 
the courageous first responders, medical professionals and scientists 
who are protecting our communities, those suffering and our most 
vulnerable,” she added.  Michael Moore Promotes Violent Footage of Trump Dummy Getting Punched and Kicked By Leftists Gates Foundation Is World Health Organization’s Second Largest Donor 
			 "
Michael Moore Promotes Violent Footage of Trump Dummy Getting Punched and Kicked By Leftists,"Leftwing filmmaker and activist Michael Moore protested President Trump’s call to “liberate Michigan” by posting violent footage of liberals punching and kicking a Trump mannequin and calling for a party on Election Day. The Bowling for Columbine director promoted acts of violence when he posted a video of leftists punching and kicking a dummy made up to look like Trump. November 3.  Right around 8pm ET. Party’s at my place. All are welcome. https://t.co/58WBbKKLOD pic.twitter.com/qsyYfMzyVH Breitbart report: Along with the violent video, Moore called for a party to be held at 8 PM on November 3. That would be Election Day, a night that Moore seems to presume will mean a loss for Trump’s re-election campaign. In other posts Moore has gone all-in using the coronavirus as a political cudgel to beat President Trump over the last few months. For instance, Moore recently regurgitated the falsehood that Tump said “there’s nothing to worry about” when it comes to the coronavirus. In another outburst, Moore exclaimed that Trump was dangerously making the coronavirus a “partisan” issue. Then, only last week, the Fahrenheit 9/11 director devoted the last segment of his podcast, Rumble with Michael Moore, to an attack against white men. “Men — especially white men have a big responsibility to make amends for the Trump era,” Moore said on Thursday. “Those amends will happen. People will see the error of their way,” Moore accused. Bill Gates Not Happy With Donald Trump For Halting US Payments To World Health Organisation Madonna Donates $1 Million To Bill & Melinda Gates Foundation To Help Find Coronavirus Cure 
			 "
Bill Gates Not Happy With Donald Trump For Halting US Payments To World Health Organisation,"Bill Gates has criticized Donald Trump over his decision to stop US funding to the World Health Organisation saying that to do so during a “world health crisis” is as  “dangerous as it sounds”.  The Microsoft co-founder turned philanthropist said the WHO’s “work is slowing the spread of COVID-19 and if that work is  stopped no other organization can replace them. The world needs  @WHO now more  than ever.”   Halting funding for the World Health Organization during a world health crisis is as dangerous as it sounds. Their work is slowing the spread of COVID-19 and if that work is stopped no other organization can replace them. The world needs @WHO now more than ever. MSN reports:  Trump told reporters on Tuesday that he was suspending the  funding  for a period of weeks, pending a review of the WHO’s role  in what he  phrased as “severely mismanaging and covering up the  spread of the  coronavirus.”    He accused the organization of allowing China to cover up the  true extent of the coronavirus,   which has now infected more than 600,000 and killed more than  26,000 Americans. The virus is now close to infecting   2 million people worldwide.   
  Democratic representatives have also criticized the move, while  WHO 
Director-General Tedros Adhanom Ghebreyesus said that now is  not the 
time to “politicize” the pandemic.     Gates, who has long warned against a coming pandemic,   has pledged $100 million towards fighting the coronavirus  outbreak via the Bill and Melinda Gates charitable foundation.    As Trump Defunds The Agency, Lady Gaga Calls WHO Chief A True ‘Superstar’ Michael Moore Promotes Violent Footage of Trump Dummy Getting Punched and Kicked By Leftists 
			 "
"As Trump Defunds The Agency, Lady Gaga Calls WHO Chief A True ‘Superstar’","Lady Gaga praised the World Health Organization’s director-general just days after President Trump announced the U.S. would halt funding over the agency’s handling of the coronavirus. The pop icon gushed over Tedros Adhanom Ghebreyesus during a press conference ahead of Saturdays “One World: Together at Home” fundraising concert She said the organization’s chief was a true “superstar” and thanked him for his contributions amid the covid-19 pandemic.  She also praised the media. Fox News reports: “Dr. Tedros, you’re truly a superstar,” Gaga said  during the WHO’s daily briefing while promoting the virtual benefit  concert “One Wolrd: Together at Home” for which she partnered with the  WHO and Global Citizen. “Thank you so much to the media for telling the  stories of all of these medical professionals and getting the word out  about how underresourced their systems are.”  WHO Director-General Tedros Adhanom Ghebreyesus is facing scrutiny — including calls for his resignation  — over what the White House calls the organization’s “mismanagement”  of the crisis — and allegations that it failed to demand accurate data  from China regarding the pandemic’s origins in Wuhan.  Trump also claimed Tuesday that the WHO put “political correctness over  lifesaving measures” and said the organization made the “disastrous”  decision to oppose travel restrictions on China like the one Trump  imposed in late January.  “The WHO repeatedly covered up for China and parroted the Chinese 
government’s claims that there was no human-to-human transmission,” 
Kayleigh McEnany, the new White House press secretary, tweeted 
Wednesday. Dr. Anthony Fauci, the top infectious disease expert in the U.S. and a key member of Trump’s coronavirus task force, has said misinformation from China, repeated by the WHO, had affected initial U.S. response efforts. The U.S. is the WHO’s largest donor.  World No. 1 Djokovic May Retire From Tennis Before Submitting To ‘Forced’ Covid-19 Vaccine Bill Gates Not Happy With Donald Trump For Halting US Payments To World Health Organisation 
			 "
World No. 1 Djokovic May Retire From Tennis Before Submitting To ‘Forced’ Covid-19 Vaccine,"Tennis world number 1 Novak Djokovic says he is opposed to vaccination and “wouldn’t want to be forced by someone to take a vaccine in order to be able to travel” in order to resume his career after the coronavirus pandemic. Djokovic, 32, was speaking in a Facebook live chat on Sunday, and suggested he may to choose to retire from the sport rather than submit to the pressure to receive a vaccination.  “Personally I am opposed to vaccination and I wouldn’t want to be forced by someone to take a vaccine in order to be able to travel,” said Djokovic, a three time US Open champion.  “But if it becomes compulsory, what will happen? I will have to make a decision. I have my own thoughts about the matter and whether those thoughts will change at some point, I don’t know. “Hypothetically, if the season was to resume in July, August or September, though unlikely, I understand that a vaccine will become a requirement straight after we are out of strict quarantine and there is no vaccine yet.” Arguably the greatest athlete in world tennis, renowned for his stamina and strength, Djokovic became world number 1 in 2011 and has stayed there ever since, apart from a spell in the second half of last year when Roger Federer relegated him to No 2. Djokovic remains on course to become the most successful male tennis player in history. With 17 Grand Slam titles under his belt, the Serbian is only three titles away from the longstanding record held by Australian Rod Laver. The decision to stand down from the game at this point in his career, with historic milestones looming, would reverberate around the world.  Last month, former women’s world No. 1 Amelie Mauresmo tweeted that “no vaccine = no tennis.” Neither the ATP nor WTA tours have said that a vaccination will be necessary for players to resume playing on the tour, while scientists state a Covid-19 vaccine may be 12 months or more away. Bill Gates Still Pouring MILLIONS Into ‘Remote Control’ Contraceptive Human Microchip As Trump Defunds The Agency, Lady Gaga Calls WHO Chief A True ‘Superstar’ 
			 "
Bill Gates Still Pouring MILLIONS Into ‘Remote Control’ Contraceptive Human Microchip,"Bill Gates is funding the development of a contraceptive microchip that will control women’s fertility wirelessly, via remote control. While the idea may be reminiscent of something out of a disturbing sci-fi movie, the technology is currently in development, with Bill Gates pouring millions of dollars into the project. If Gates has his way, the day when women are implanted with the hormone-emitting human microchip is not far away. It’s been six years now since the Microsoft founder, a vocal proponent of population control, announced plans for the development of a human microchip designed to control women’s fertility.  Research and development into the technology remains in progress, with Microchips Biotech listing the Bill and Melinda Gates Foundation as donors on the front page of their website: “With the support of the The Bill & Melinda Gates Foundation in the form of approximately $17.9 million in grant funding to date, and the potential for up to an additional $2.5 million in grant funding in 2020, Microchips has been developing an implantable long-acting, reversible contraceptive application of the technology.“ Townhall report: Measuring just 20 mm x 20 mm x 7mm, the tiny chip would be implanted under the skin, and automatically deliver a daily 30 microgram dose of the hormone levonorgestrol, via controlled release. If a woman decides at some point that she would like to conceive a child, she is said to be able to deactivate the device with a remote control. The microchip is designed to prevent pregnancy for up to 16 years. People familiar with the work of the Bill and Melinda Gates Foundation will not be surprised to learn that the wirelessly-controlled contraception device was purportedly Bill Gates’ idea.  During Gates’ 2014 visit to an MIT laboratory, Bill asked if the microchip originally designed in the 1990s to deliver drugs to osteoperosis patients might also be developed into a long-term birth control plan. The company Microchips stepped up to the plate. The Bill and Melinda Gates Foundation has a long history of advocating for population control, particularly in developing countries. According to the foundation’s website, it is apparently a problem that “less than 20% of women in Sub-Saharan Africa use modern contraceptives”. They go on to list the purported benefits of sterilizing large swathes of African women–which apparently include, for every dollar spent on family planning, saving “governments up to 6 dollars that can be spent on improving health, housing, water, sanitation, and other public services.” Bill and Melinda Gates “are particularly committed to exploring how our family planning efforts can meet the needs of young women and girls.” Presumably, the birth control microchip is still being tested. Though where, and by whom, remains largely a mystery. The question is troubling, especially considering the Gates’ ongoing interest in vulnerable, impoverished nations. It is also yet unknown how the device is performing, and how much longer before it gains FDA-approval and becomes available to women in America.  Hillary Clinton’s Attorneys Claim Tulsi Gabbard Must Be a ‘Russian Asset’ Because She’s ‘Anti-War’ World No. 1 Djokovic May Retire From Tennis Before Submitting To ‘Forced’ Covid-19 Vaccine 
			 "
Hillary Clinton’s Attorneys Claim Tulsi Gabbard Must Be a ‘Russian Asset’ Because She’s ‘Anti-War’,"Rep. Tulsi Gabbard must be a “Russian asset” because she is anti-war and anti-regime change, according to the twisted logic of Hillary Clinton’s lawyers. Clinton’s lawyers filed a motion to dismiss Tulsi Gabbard’s $50 million defamation lawsuit filed by the Hawaii Congresswoman last year, citing anti-regime change and anti-war tweets and assorted smear articles as evidence of Clinton’s “Russian Asset” claim. BREAKINGTulsi Gabbard v Hillary Clinton Lawsuit Update:04/13: Clinton's attys. file motion to dismiss and double down on the ""Russian Asset"" smear—using Gabbard's anti regime change war tweets and assorted smear articles—as evidence of Clinton's ""Russian Asset"" claim. pic.twitter.com/1gwk3uum87 The screenshots above are the actual evidence submitted Clinton’s attorneys. The strategy, it seems, is to double down on Hillary Clinton’s “Russian Asset” smears by attempting to prove to a jury that being anti-Syrian regime change makes Clinton’s claim not just not defamatory—but true. “No one is above the law. This lawsuit is about accountability – not just for me but for all service members and for the American people,” Rep. Tulsi Gabbard, said on why she’s suing Hillary Clinton. The motion to dismiss the lawsuit is the latest attempt by Hillary Clinton to evade justice. Clinton or her representatives declined to accept the papers in three attempts to serve them, according to Brian Dunne, lead attorney representing Gabbard. “After the media picked up this story, Ms. Clinton’s lawyer changed course and agreed to accept service,” Dunne told Fox News in a statement.  “We would have preferred that Ms. Clinton just accept federal judicial process in the first instance, without having to be called out by the press, but in any event, Tulsi Gabbard’s lawsuit against her will now be moving forward.”  POTUS Urges Citizens to Defend 2nd Amendment: “It’s Under Siege!” Bill Gates Still Pouring MILLIONS Into ‘Remote Control’ Contraceptive Human Microchip 
			 "
POTUS Urges Citizens to Defend 2nd Amendment: “It’s Under Siege!”,"President Trump has urged American citizens to defend their God-given Second Amendment rights amid increasing draconian lockdown measures imposed by lawmakers.  On Saturday, POTUS suggested the public should “save” their constitutional rights, declaring “it is under siege!” “LIBERATE VIRGINIA, and save your great 2nd Amendment. It is under siege!” Trump tweeted. LIBERATE VIRGINIA, and save your great 2nd Amendment. It is under siege! Later that day, during a White House press briefing, a reporter from the Wall Street Journal asked Trump if it was “right time” to bring up Virginian 2A rights issues, citing his earlier tweet. Partial transcript: WALL STREET JOURNAL REPORTER: On that point though because the tweeting about in the case of Virginia linking second amendment to some of these issues about lifting some of these restrictions in these states and not… a concern for the governors and civil unrest (INAUDIBLE)?  TRUMP: I think just for that question I think that’s an easy one. That’s not even politics. We are entitled to a second amendment and he’s trying to take the second amendment, meaning that state is trying to take the Democrats in the state, the Republicans are fighting it. They are trying to take that–that second amendment, right, but second amendment right away. To me that’s liberty, that’s when I say liberate Virginia I would say liberate Virginia when that kind of thing happens and where does it all stop? So I think it’s a very good analogy. Go ahead. QUESTION: Is this the right time to kind of bring in a second amendment issue? TRUMP: I think when they talk about taking your guns away and if you notice at the beginning of this pandemic there were more guns sold I think that at almost any time in history so it’s obviously a big issue and then you have them working and signing documents trying to take your–your Second Amendment away essentially. So I do think it is an appropriate time to bring it up. Go ahead. Go ahead, second. WATCH: We agree, Mr. President. @realDonaldTrump pic.twitter.com/Rw0iDh64SA Texas Residents Rise up Against UnAmerican Lockdown: “Fire Fauci!” Hillary Clinton’s Attorneys Claim Tulsi Gabbard Must Be a ‘Russian Asset’ Because She’s ‘Anti-War’ 
			 "
Texas Residents Rise up Against UnAmerican Lockdown: “Fire Fauci!”,"Protesters in Texas are demanding the state be reopened and Dr. Anthony Fuaci be fired amid the ongoing lockdown measures.  “Fire Fauci!” a group of people chanted on Saturday.  Chant of “Fire Fauci!” pic.twitter.com/Vj4aQhtQs7 “Let us work! Let us work!” was another chant shouted by the angry residents.  Chant of “Let us work!” pic.twitter.com/6dXgDwKn3y Rally’s underway on sidewalk outside State Capitol in Austin pic.twitter.com/13EZor2ZCD Dailycaller.com reports: The rally, called “You Can’t Close America,” is just the latest in a number of protests taking part in state capitols across the nation. Protests have broken out in North Carolina, Virginia, Michigan, and several other states. President Donald Trump appeared to show support to the protesters in a series of tweets Friday, where he called for states to be “liberated.” “LIBERATE MINNESOTA,” LIBERATE MICHIGAN,” and “LIBERATE VIRGINIA” all appeared in tweets sent by the president. LIBERATE MINNESOTA! LIBERATE MINNESOTA! LIBERATE VIRGINIA, and save your great 2nd Amendment. It is under siege! Trump announced federal guidelines this week for reopening the country. President Trump: Iran and China ‘Will Own America’ If Biden Wins 2020 POTUS Urges Citizens to Defend 2nd Amendment: “It’s Under Siege!” 
			 "
President Trump: Iran and China ‘Will Own America’ If Biden Wins 2020,"President Trump warned Sunday that if Joe Biden wins the presidecy this November, Iran and China would take charge of America.  The president commented after he was asked about Iran by a reporter.  “If Joe Biden got in, they’d own America,” Trump warned, referring to the Obama’s soft approach to Iran.  “Between them and China and Japan and Mexico and Canada, they’d own America. You would not have a country left if he got in.” The president signalled he was willing to work with Iran but said that they were merely trying to wait for the next administration “John Kerry, I guess, just doesn’t want them to make a deal, and they’re probably figuring they can wait,” POTUS said. “They know with me, it doesn’t work that way.” WATCH: Michigan Gov: No, I Do NOT Regret Lockdown Policy –  Despite Protests Texas Residents Rise up Against UnAmerican Lockdown: “Fire Fauci!” 
			 "
"Michigan Gov: No, I Do NOT Regret Lockdown Policy –  Despite Protests","Democrat Michigan Govenor Gretchen Whitmer has doubled down on her lockdown order, despite widespread protests in her state.  Appearing on NBC’s “Meet the Press,” on Sunday, Gov. Whitmer said she has absolutely no regrets on any of her draconian restrictions, despite the protests.  Transcript of the interview: TODD: All right, let’s talk about the issue of reopening the economy. Governor Whitmer, I want to start with you. You, you saw those protests. So let me ask this, do you have any regrets on any of the restrictions that you have put into place? WHITMER: I don’t. And here’s why. You know, Michigan right now has the third highest number of death from COVID-19. And yet, we’re the tenth largest state. We have a disproportionate problem in the state of Michigan. And so, we could take the same kinds of actions other states have, but it doesn’t rise to the challenge we’re confronting. And that’s precisely why we have to take a more aggressive stand. It’s working. We are seeing the curve start to flatten. But as people come in from across the state and gather and congregate without masks, without standing six feet apart, without those important protections, it means that they might have gone back to these parts of our state and perhaps brought COVID-19 along with them. Our rural hospitals are not equipped to handle a big surge. And that’s why this — important steps that we’ve taken are just critical to continuing to flatten that curve. TODD: Governor Whitmer, I want to stay with you here a minute on this issue though. I’m just curious, what have you learned about people’s patience, I guess, and your citizenry’s patience? And are you contemplating figuring out how to balance that a little bit? How do you essentially open a steam valve a little bit so that you don’t — so that these protests don’t become distractions to the greater good? WHITMER: Yeah. Absolutely. You know, every executive order that I’ve taken weighs heavily on me. I know when we pull kids out of school, that means they’re not getting the education they need. And some of them aren’t going to get the meals that they’ve come to rely on. I know that when we shut down bars and make restaurants dine out only, there are businesses that may never open again. And a lot of people are going to get laid off. These stay home orders weigh incredibly heavy because I know there’s an economic cost. I know there’s a mental health cost. People are struggling with this isolation that we have, you know, on top of all of the other stressors. But the fact of the matter is we have to be really smart about how we proceed. I’m glad to see that the White House recommended opening in phases or waves or whatever terminology you want to use. The fact of the matter is, we can’t just turn back to what life was like before COVID-19. We have to be strategic. We have to be careful. We have to look at different sectors of our economy. How often do they interact with the public? How close are — they work together? Are they indoor or outdoor? Do they share tools and machinery? I mean, all of these are factors that have to go into a really thoughtful situation where we start to phase back in sectors of our economy. But I’m always — we’re doing this calculation every day and looking to when we can do that safely because the worst thing would be a second wave. WATCH: Hollywood Celebs Accused of ‘Commie Propaganda’ After Performing ‘One World’ Concert for W.H.O. President Trump: Iran and China ‘Will Own America’ If Biden Wins 2020 
			 "
Hollywood Celebs Accused of ‘Commie Propaganda’ After Performing ‘One World’ Concert for W.H.O.,"Hollywood celebrities who performed at the “One World” benefit concert on behalf of the World Health Organization (W.H.O.) have been accused of spreading Chinese propaganda to millions of Americans. The “One World” concert, led by the W.H.O., was broadcast across multiple television channels in the U.S. on Saturday, with the aim of raising money for the W.H.O.’s COVID-19 Solidarity Response Fund. Taylor Swift, Paul McCartney, The Rolling Stones, Beyonce, Oprah Winfrey, Jennifer Lopez, Elton John, and Lady Gaga all performed at the event, with Lady Gaga gushing that W.H.O. Director-General Tedros Adhanom is a “superstar.” Breitbart.com reports: The concert also attracted contributions from political figures such as former first ladies Michelle Obama and Laura Bush, as well as celebrity supporters of the cause including former soccer star David Beckham and Microsoft founder Bill Gates. However, many people were left unimpressed by the event, denouncing the organization’s handling of the Chinese coronavirus pandemic and describing it as a form of globalist propaganda. “If I could give No stars I would,” one Amazon reviewer wrote. “WHO lied! People died!! Let’s not forgot this!!! While we’re home given up our freedom and most of us without jobs these CELEBRITIES ask us to help raise money for the WHO?! Forget it!” “Yes, we need useless celebrities preaching to us how this isn’t China’s fault and how we should just all live as one nation,” added another. Skeptics also lashed out on Twitter against W.H.O. chief Dr. Tedros Adhanom, a former official in Ethiopia’s Marxist Tigray People’s Liberation Front, who has been the subject of widespread criticism for his attempts to downplay China’s role in the outbreak. That one world together at home commie propaganda sponsored by the CCP WHO and this global citizen bull crap is on at least 20 different stations. You can take your commie propaganda and shove it.  THIS IS AMERICA! We are not global citizens we are AMERICAN CITIZENS!! 1776 2.0 Disgrace, you have no ground to stand on after this episode. Failed to signal what was coming out of 🇨🇳 failed to confirm a pandemic until it was too late, you were behind the curve permanently  pic.twitter.com/99Y60a4eIC Made in 🇨🇳 This would be a wonderful message if Tedros had performed in the initial stages of the fight. He should apologise to the world, otherwise, atulekemu! The concert also took place after President Donald Trump pledged to withdraw funding from the W.H.O., citing its connections to China and fatal decision to oppose travel restrictions during the virus’s onset. “Today I’m instructing my administration to halt funding of the World Health Organization while a review is conducted to assess the World Health Organization’s role in severely mismanaging and covering up the spread of the coronavirus,” Trump said at a White House press conference Tuesday. “The WHO’s attack on travel restrictions put political correctness above life-saving measures,” he continued. “The reality is that the WHO failed to adequately obtain, vet and share information in a timely and transparent fashion. Fortunately, I was not convinced and suspended travel from China saving untold numbers of lives.” Ugly Bette: POTUS Has 30,000 Corpses on His Hands Michigan Gov: No, I Do NOT Regret Lockdown Policy –  Despite Protests 
			 "
"Ugly Bette: POTUS Has 30,000 Corpses on His Hands","Hollywood actress Bette Midler declared Friday evening that President Trump has “30,000 corpses” on his hands as a result of his response to the Chinese coronavirus pandemic.  “YOU SHOULD TALK, YOU RIDICULOUS, PATHETIC EXCUSE FOR A PUBLIC OFFICIAL! YOU HAVE 30,000 CORPSES ON YOUR HANDS,” the anti-Trump star said in response to a Trump tweet critiquing the Obama administration’s handling of the “H1N1 Swine Flu.” “Every single day you cause death, destruction, and untold suffering. Four more years of your incompetence and we won’t have a country left!”  YOU SHOULD TALK, YOU RIDICULOUS, PATHETIC EXCUSE FOR A PUBLIC OFFICIAL!  YOU HAVE 30,000 CORPSES ON YOUR HANDS. Every single day you cause death, destruction, and untold suffering.  Four more years of your incompetence and we won’t have a country left! #TrumpOwnsEveryDeath #Loser https://t.co/oCpDmTgUaT Breitbart.com reports: Midler is hardly the first high-profile progressive figure to place the weight of U.S. casualties caused by the virus on President Trump. Failed presidential candidate Sen. Kamala Harris (D-CA) told Vice News that Trump essentially shirked his duties as president of the United States during the crisis, resulting in more stories about “body bags.” Not to be outdone, left-wing pop icon Cher took the sentiment a step further, accusing Republican supporters of Trump of looking the other way as the president “kills Americans.” Aways Knew trump’s STUPIDITY &CRUELTY Could Put🇺🇸Lives in Danger,But Didn’t Think ALL PPL Around Him Would Be Accessories.SENATORS,HEADS OF HIS AGENCY’S.🇺🇸BUSINESSES,MEGA DONORS, ALL WHO HAVE👋🏻IN THE TILL. THESE PPL TURN HEADS WHILE trump KILLS🇺🇸NS https://t.co/sSwA5bCMs1 And former Saturday Night Live star Leslie Jones said the president’s name should appear on the death certificates of those who died from the virus. Like what is wrong with us how dont we see the narcissistic behavior of this clown? We need put his name on all the death certificates from this pandemic too!! What the fuck?! #VOTETHEMFOUT #GETRIDOFALLOFTHEM pic.twitter.com/f9GT0366wB Meanwhile, President Trump said during Friday’s press conference that the U.S. will continue in identifying the origin of the Chinese virus and challenged China’s death toll, which remains suspiciously low. “We don’t have the most in the world deaths, the most in the world has to be China, it’s a massive country, it’s gone through a tremendous problem with this,” Trump said. “They must have the most.” Rob Reiner: Trump ‘Will Lose in LANDSLIDE Because Americans Will Be Voting for Their Lives’ Hollywood Celebs Accused of ‘Commie Propaganda’ After Performing ‘One World’ Concert for W.H.O. 
			 "
Rob Reiner: Trump ‘Will Lose in LANDSLIDE Because Americans Will Be Voting for Their Lives’,"Rob Reiner has predicted that President Trump will lose his reelection this November because “Americans will literally be voting for their lives.” “Trump will lose in a landslide because Americans will literally be voting for their lives,” the anti-Trump Hollywood director tweeted on Saturday.  Trump will lose in a landslide because Americans will literally be voting for their lives. Breitbart.com reports: Saturday’s tweet is not Reiner’s only prediction about the president. In January, The Jerk actor suggested that National Security Advisor John Bolton could be of major value for Democrats during the president’s impeachment trial if he’d just “stop fucking around” and tell the public what he knows about him. “Getting sick and tired of this crap,” Reiner proclaimed. “John Bolton, be a Patriot. Go straight to the public and tell US what you know. STOP FUCKING AROUND!” While Reiner disseminates his doomsday predictions on social media, Democrat governors — such as California governor Gavin Newsom and New York governor Andrew Cuomo — have praised the president with regards to his handling of the coronavirus epidemic. Last month, Gov. Newsom stated that “every single thing” President Trump and his administration has said, “they followed through on,” adding that his private conversation with the president was “everything that I could have hoped for.” Meanwhile, Gov. Cuomo echoed Newsom’s sentiments, praising the president’s response efforts to the Wuhan coronavirus crisis in New York, adding that the president’s team has been “on it,” and that he was doing the “right thing.” Last week, Cuomo sppke favorably of the president once again, stating, “He has been responsive to New York — he has done it quickly and he has done it efficiently.” Gov. Cuomo is not the only New York democrat to have praised the president for his response to the Chinese virus. New York City mayor Bill de Blasio has also thanked President Trump for his help with the pandemic. “We may have differences in peacetime, but to the maximum extend possible, we all have to be as one in wartime — so I do want to thank President Trump,” he said. Brennan Viciously Attacks POTUS as Rumors Swirl of Imminent Spygate Indictments Ugly Bette: POTUS Has 30,000 Corpses on His Hands 
			 "
Brennan Viciously Attacks POTUS as Rumors Swirl of Imminent Spygate Indictments,"Former CIA Director viciously lashed out at President Trump on Friday after rumors began swirling of imminent indictments related to the Spygate scandal. Brennan blasted Trump over his Coronavirus response after POTUS criticized Obama/Biden over their disastrous handling of the Swine Flu pandemic in 2009. Obama golfed while Swine Flu took the lives of thousands of Americans, including 1,400 children. TRUMP: Biden/Obama were a disaster in handling the H1N1 Swine Flu. Polling at the time showed disastrous approval numbers. 17,000 people died unnecessarily and through incompetence! Also, don’t forget their 5 Billion Dollar Obamacare website that should have cost close to nothing! Biden/Obama were a disaster in handling the H1N1 Swine Flu. Polling at the time showed disastrous approval numbers. 17,000 people died unnecessarily and through incompetence! Also, don’t forget their 5 Billion Dollar Obamacare website that should have cost close to nothing! Thegatewaypundit.com reports: Brennan attacked Trump and defended Obama and Biden by spreading lies about their response to Swine Flu. BRENNAN: Your dishonesty has no limits. H1N1 was an immediate top priority & handled decisively. FDA quickly approved testing kits, issued emergency authorizations & approved rapidly developed vaccines. Approval of Obama/Biden leadership was 66% at beginning of outbreak; 57% through fall. Your dishonesty has no limits. H1N1 was an immediate top priority & handled decisively. FDA quickly approved testing kits, issued emergency authorizations & approved rapidly developed vaccines. Approval of Obama/Biden leadership was 66% at beginning of outbreak; 57% through fall. https://t.co/JNLgsxTKZm On Friday night investigative journalist John Solomon joined Lou Dobbs to discuss the ongoing Crossfire Hurricane or Spygate scandal. John Solomon told Lou Dobbs that he believes indictments may be imminent. “I will say this. There is fairly significant evidence that at this very moment, this week, the last couple of weeks Lou that there is some criminal investigative activity that I think will result in some action coming out soon. It’s not going to be a lot. Don’t expect 10 or 12 indictments but there could be a handful of indictments and much more information,” John Solomon said. John Solomon also said last week that John Durham is focusing on false testimonies based on the grand jury subpoenas. Brennan may be indicted because he perjured himself during a May 2017 testimony to Congress. John Brennan claimed in a May 2017 testimony under oath that Hillary’s phony dossier didn’t factor into the Intelligence Community’s Assessment report on Russian interference of the 2016 presidential election. President Trump Vows to Investigate If Coronavirus Originated in Chinese Lab Rob Reiner: Trump ‘Will Lose in LANDSLIDE Because Americans Will Be Voting for Their Lives’ 
			 "
President Trump Vows to Investigate If Coronavirus Originated in Chinese Lab,"President Trump has vowed to investigate claims that the deadly COVID-19 leaked from a Chinese lab before causing a global pandemic.  The president confirmed during a Friday press briefing that his administration was looking into the origins of the coronavirus outbreak. Asked about the accuracy of reports that COVID-19 started spreading first from a Wuhan lab and not from a Chinese wet market, Trump signaled the U.S. is taking the matter very seriously. “We’re looking at it. A lot of people are looking at it. It seems to make sense,” Trump told reporters. “… There is a lot of investigation going on and we’re going to find out,” Trump said of the origin of the coronavirus. Foxnews.com reports: Trump said the global pandemic could have been prevented had China taken action in the early days. “All I can say is wherever it came from — it came from China, in whatever form — 184 countries are suffering because of it. And it’s too bad, isn’t it? It could have been solved very easily when it was just starting.” Trump’s comments coincide with Fox News’ earlier reporting that the U.S. is conducting a full-scale investigation into whether the novel coronavirus, which went on to morph into a global pandemic that has brought the global economy to its knees, escaped from a lab in Wuhan, China. Intelligence operatives are said to be gathering information about the laboratory and the initial outbreak of the virus. Intelligence analysts are piecing together a timeline of what the government knew and “creating an accurate picture of what happened,” the sources said. Once that investigation is complete — something that is expected to happen in the near-term — the findings will be presented to the Trump administration. At that point, White House policymakers and Trump will use the findings to determine how to hold the country accountable for the pandemic. Fox News first reported on Wednesday that there is increasing confidence that the outbreak likely originated in a Wuhan lab, not as a bioweapon but as part of a Chinese effort to show that its efforts to identify and combat viruses are equal or greater than those of the U.S. U.S. officials and the intelligence community have confirmed to Fox News that they have taken the possibility of the coronavirus being man-made or engineered inside China as some sort of bioweapon off the table and have ruled it out at this point. Sources point to the structure of the virus, in saying the genome mapping specifically shows it was not genetically altered. The sources believe the initial transmission of the virus was a naturally occurring strain that was being studied there — and then went into the population in Wuhan. Sources say the investigation of open source and classified data points to the work in the lab of Dr. Shi Zhengli, who was working on antivirals and immunizations for coronavirus, specifically with bats. U.S. officials are 100 percent confident China went to great lengths to cover up after the virus was out, the sources said. Additionally, the sources believe that the World Health Organization — which the president paused funding to this week over its role in the crisis — was either complicit in the cover-up, or looked the other way. Secretary of State Mike Pompeo on Friday reiterated that the administration was eyeing the Wuhan Institute of Virology and accused the Chinese government of stonewalling scientists from finding out what happened. “We know that the first sightings of this occurred within miles of the Wuhan Institute of Virology.  We know that this – the history of the facility, the first BSL-4 lab where there’s high-end virus research being conducted, took place at that site,” Pompeo said on the Hugh Hewitt Show. “We know that the Chinese Communist Party, when it began to evaluate what to do inside of Wuhan, considered whether the WIV was, in fact, the place where this came from. “And most importantly, we know they’ve not permitted the world’s scientists to go into that laboratory to evaluate what took place there, what’s happening there, what’s happening there even as we speak,” he said. Judicial Watch Subpoenas Google For Hillary Clinton’s Deleted ‘BleachBit’ Emails Brennan Viciously Attacks POTUS as Rumors Swirl of Imminent Spygate Indictments 
			 "
